ID,Description,Score,Identity_Percent,Aligned_Length,Candidate_Length,Passed_Filter
OWY82730.1,OWY82730.1 hypothetical protein B9C99_05250 [Rhodococcus sp. BUPNP1],36.0,52.63,19,213,True
UFN96098.1,UFN96098.1 hypothetical protein LF814_08095 [Micromonospora aurantiaca (nom. illeg.)],32.5,52.63,19,182,True
GAB6179937.1,GAB6179937.1 hypothetical protein JCM14036_12560 [Desulfotomaculum defluvii],35.0,52.63,19,203,True
GKS62837.1,GKS62837.1 hypothetical protein YTPLAS72_01410 [Nitrospira sp.],37.0,52.63,19,143,True
GFO80877.1,GFO80877.1 MAG: hypothetical protein A49_05040 [Methyloceanibacter sp.],38.0,52.63,19,157,True
RQP12875.1,RQP12875.1 MAG: hypothetical protein EAS51_01520 [Microbacteriaceae bacterium],37.0,52.63,38,210,True
RQP11834.1,"RQP11834.1 MAG: hypothetical protein EAS48_05960, partial [Chryseobacterium sp.]",25.5,52.63,19,131,True
CUR55071.1,CUR55071.1 conserved hypothetical protein [metagenome],31.5,52.63,19,169,True
CUR57916.1,CUR57916.1 conserved hypothetical protein [metagenome],30.0,52.63,19,108,True
CAD6524325.1,CAD6524325.1 exported hypothetical protein [metagenome],32.0,52.63,19,122,True
CUR54594.1,CUR54594.1 conserved hypothetical protein [metagenome],38.0,52.63,19,223,True
GKS61660.1,GKS61660.1 hypothetical protein YTPLAS21_11180 [Candidatus Nitrosocosmicus sp.],31.0,52.63,19,168,True
KGP81968.1,KGP81968.1 hypothetical protein P364_0114200 [Paenibacillus sp. MAEPY2],24.0,52.63,19,141,True
QBR71790.1,QBR71790.1 hypothetical protein CU048_11485 [Beijerinckiaceae bacterium],27.0,52.63,19,128,True
QBR70690.1,QBR70690.1 hypothetical protein CU048_04680 [Beijerinckiaceae bacterium],40.5,52.63,19,177,True
QRE81102.1,QRE81102.1 hypothetical protein F1734_13140 [Rhodococcus ruber],42.5,52.63,38,211,True
CAD6368427.1,CAD6368427.1 conserved membrane hypothetical protein [metagenome],34.0,52.63,19,147,True
GKS66323.1,GKS66323.1 hypothetical protein YTPLAS72_36270 [Nitrospira sp.],37.5,52.63,19,197,True
QRE79196.1,QRE79196.1 hypothetical protein F1734_02260 [Rhodococcus ruber],26.0,52.63,19,110,True
AHG21970.1,AHG21970.1 hypothetical protein Z042_21895 [Chania multitudinisentens RB-25],34.0,52.63,19,468,True
QQE08945.1,QQE08945.1 hypothetical protein IC580_23030 [Cupriavidus sp. ISTL7],29.0,52.63,19,124,True
AJK90169.1,AJK90169.1 hypothetical protein HR49_22250 [Lysinibacillus fusiformis],31.5,52.63,19,147,True
CAD6368384.1,CAD6368384.1 hypothetical protein NMT12_100013 [metagenome],44.5,52.63,19,129,True
GKS60977.1,GKS60977.1 hypothetical protein YTPLAS21_04350 [Candidatus Nitrosocosmicus sp.],32.5,52.38,21,338,True
RAS95864.1,RAS95864.1 hypothetical protein A6E21_08070 [Bacillus cereus],30.0,52.38,21,129,True
GAA4408708.1,GAA4408708.1 hypothetical protein GCM10023089_20350 [Quisquiliibacterium transsilvanicum],36.5,52.38,21,213,True
GKS67666.1,GKS67666.1 hypothetical protein YTPLAS73_12130 [Nitrosarchaeum sp.],35.5,52.38,21,120,True
OCN03259.1,OCN03259.1 hypothetical protein A7X67_12940 [Clostridium sp. W14A],31.0,52.38,21,170,True
UZF54320.1,UZF54320.1 hypothetical protein LH935_16360 [Gordonia polyisoprenivorans],30.5,52.38,21,176,True
UFN96919.1,UFN96919.1 hypothetical protein LF814_12665 [Micromonospora aurantiaca (nom. illeg.)],28.0,52.38,21,192,True
GKS61013.1,GKS61013.1 hypothetical protein YTPLAS21_04710 [Candidatus Nitrosocosmicus sp.],31.5,52.38,21,254,True
GFO82998.1,GFO82998.1 MAG: hypothetical protein A49_26250 [Methyloceanibacter sp.],42.0,52.38,21,244,True
EIW88401.1,EIW88401.1 hypothetical protein AGRI_11382 [Alishewanella agri BL06],27.5,52.38,21,212,True
OWY78949.1,"OWY78949.1 hypothetical protein B9C99_25475, partial [Rhodococcus sp. BUPNP1]",31.0,52.38,21,146,True
AHG22936.1,AHG22936.1 hypothetical protein Z042_20345 [Chania multitudinisentens RB-25],30.5,52.38,21,208,True
EIW89343.1,EIW89343.1 hypothetical protein AGRI_04557 [Alishewanella agri BL06],31.0,52.38,21,101,True
KKB44039.1,KKB44039.1 hypothetical protein QY96_00231 [Bacillus thermotolerans],28.5,52.38,21,179,True
PXZ48145.1,PXZ48145.1 hypothetical protein DM483_18040 [Pseudomonas sp. SMT-1],29.5,52.38,21,304,True
RQP06667.1,RQP06667.1 MAG: hypothetical protein D1H97_06580 [Paracoccus sp. BP8],32.5,52.38,21,178,True
CUR54899.1,CUR54899.1 hypothetical protein NOCA2220090 [metagenome],33.0,52.38,21,246,True
APC49511.1,APC49511.1 hypothetical protein BME96_15495 [Virgibacillus halodenitrificans],23.5,52.38,21,136,True
GAA0861663.1,GAA0861663.1 hypothetical protein GCM10009115_05220 [Sphingopyxis soli],34.0,52.38,21,188,True
URF04001.1,URF04001.1 hypothetical protein M5D45_16190 [Cupriavidus campinensis],43.0,52.38,21,120,True
CUR62474.1,CUR62474.1 conserved exported hypothetical protein [metagenome],44.0,52.38,21,112,True
GAA4403427.1,GAA4403427.1 hypothetical protein GCM10023089_07750 [Quisquiliibacterium transsilvanicum],34.5,52.38,21,129,True
OWY82935.1,OWY82935.1 hypothetical protein B9C99_06225 [Rhodococcus sp. BUPNP1],36.5,52.38,21,163,True
APC48956.1,APC48956.1 hypothetical protein BME96_12470 [Virgibacillus halodenitrificans],29.0,52.38,21,129,True
RAS93179.1,RAS93179.1 hypothetical protein A6E21_20525 [Bacillus cereus],32.5,52.38,21,163,True
UHH28280.1,UHH28280.1 hypothetical protein LUW10_20700 [Pseudomonas veronii],37.0,52.38,21,483,True
OWY80755.1,OWY80755.1 hypothetical protein B9C99_15530 [Rhodococcus sp. BUPNP1],36.5,52.38,21,126,True
PXZ48124.1,PXZ48124.1 hypothetical protein DM483_17905 [Pseudomonas sp. SMT-1],31.0,52.27,44,386,True
GFO81629.1,GFO81629.1 MAG: hypothetical protein A49_12560 [Methyloceanibacter sp.],34.0,52.17,23,358,True
KKB39857.1,KKB39857.1 hypothetical protein QY95_02074 [Bacillus thermotolerans],29.0,52.17,23,122,True
KKB44294.1,KKB44294.1 hypothetical protein QY96_03316 [Bacillus thermotolerans],29.0,52.17,23,122,True
GAB6181795.1,GAB6181795.1 hypothetical protein JCM14036_31140 [Desulfotomaculum defluvii],37.0,52.17,23,111,True
UFN93258.1,UFN93258.1 hypothetical protein LF814_25240 [Micromonospora aurantiaca (nom. illeg.)],38.5,52.17,46,147,True
GKS62245.1,GKS62245.1 hypothetical protein YTPLAS21_17030 [Candidatus Nitrosocosmicus sp.],43.0,52.17,46,235,True
RAT14248.1,RAT14248.1 hypothetical protein A6E22_00560 [Bacillus cereus],29.0,52.17,23,160,True
CUR59563.1,CUR59563.1 exported hypothetical protein [metagenome],39.0,52.17,23,228,True
RQP06098.1,RQP06098.1 MAG: hypothetical protein D1H97_08725 [Paracoccus sp. BP8],29.0,52.17,23,186,True
AHB76831.1,AHB76831.1 hypothetical protein X636_16300 [Pandoraea pnomenusa],34.0,52.17,23,116,True
OCN02942.1,OCN02942.1 hypothetical protein A7X67_05925 [Clostridium sp. W14A],39.5,52.17,23,106,True
PXZ52263.1,PXZ52263.1 hypothetical protein DM483_06035 [Pseudomonas sp. SMT-1],32.5,52.17,23,149,True
AHB78786.1,AHB78786.1 hypothetical protein X636_24440 [Pandoraea pnomenusa],38.5,52.17,23,275,True
AHB08414.1,AHB08414.1 hypothetical protein U875_10245 [Pandoraea pnomenusa 3kgm],38.5,52.17,23,275,True
APC48144.1,APC48144.1 hypothetical protein BME96_08135 [Virgibacillus halodenitrificans],30.5,52.17,23,306,True
GAA4400399.1,GAA4400399.1 hypothetical protein GCM10023089_00550 [Quisquiliibacterium transsilvanicum],34.0,52.17,23,138,True
PCL94615.1,PCL94615.1 hypothetical protein CPZ30_02680 [Paenibacillus lautus],24.5,52.17,23,111,True
KKB44812.1,KKB44812.1 hypothetical protein QY96_01093 [Bacillus thermotolerans],41.5,52.17,23,159,True
AJK87156.1,AJK87156.1 hypothetical protein HR49_08270 [Lysinibacillus fusiformis],32.0,52.17,23,166,True
KKB36274.1,KKB36274.1 hypothetical protein QY95_03138 [Bacillus thermotolerans],41.5,52.17,23,159,True
QHS92645.1,QHS92645.1 MAG: hypothetical protein [viral metagenome],32.0,52.17,23,143,True
GKS65386.1,GKS65386.1 hypothetical protein YTPLAS72_26900 [Nitrospira sp.],30.0,52.0,25,251,True
APC50115.1,APC50115.1 hypothetical protein BME96_18765 [Virgibacillus halodenitrificans],37.0,52.0,25,314,True
KGP81981.1,KGP81981.1 hypothetical protein P364_0114275 [Paenibacillus sp. MAEPY2],29.5,52.0,25,341,True
GKS61618.1,GKS61618.1 hypothetical protein YTPLAS21_10760 [Candidatus Nitrosocosmicus sp.],26.0,52.0,25,129,True
CUR61156.1,CUR61156.1 hypothetical protein NOCA1240259 [metagenome],43.0,52.0,25,162,True
UZF56017.1,UZF56017.1 hypothetical protein LH935_25605 [Gordonia polyisoprenivorans],33.0,52.0,25,108,True
KGP86067.1,KGP86067.1 hypothetical protein P363_0119750 [Paenibacillus sp. MAEPY1],29.5,52.0,25,341,True
GKS59848.1,GKS59848.1 hypothetical protein YTPLAS18_33750 [Nitrospira sp.],34.0,52.0,25,184,True
KKB41513.1,KKB41513.1 hypothetical protein QY95_00657 [Bacillus thermotolerans],44.5,52.0,25,206,True
KGO98906.1,KGO98906.1 hypothetical protein N791_13115 [Lysobacter defluvii IMMIB APB-9 = DSM 18482],38.5,52.0,25,136,True
QHS92478.1,QHS92478.1 MAG: hypothetical protein [viral metagenome],36.0,52.0,25,262,True
GFO83563.1,GFO83563.1 MAG: hypothetical protein A49_31900 [Methyloceanibacter sp.],28.5,52.0,25,199,True
UFN93810.1,UFN93810.1 hypothetical protein LF814_28285 [Micromonospora aurantiaca (nom. illeg.)],41.5,52.0,25,273,True
OWY83553.1,OWY83553.1 hypothetical protein B9C99_00095 [Rhodococcus sp. BUPNP1],37.0,52.0,25,280,True
RAT02204.1,RAT02204.1 hypothetical protein A6E22_20135 [Bacillus cereus],40.5,52.0,25,169,True
KKB34776.1,KKB34776.1 hypothetical protein QY96_03849 [Bacillus thermotolerans],44.5,52.0,25,206,True
UFN96854.1,UFN96854.1 hypothetical protein LF814_12315 [Micromonospora aurantiaca (nom. illeg.)],27.0,52.0,25,125,True
OWY80754.1,OWY80754.1 hypothetical protein B9C99_15520 [Rhodococcus sp. BUPNP1],30.0,52.0,25,118,True
RAS92068.1,RAS92068.1 hypothetical protein A6E21_22610 [Bacillus cereus],29.0,52.0,25,157,True
RQP13455.1,"RQP13455.1 MAG: hypothetical protein EAS52_19430, partial [Parapedobacter sp.]",28.0,52.0,25,103,True
GKS60564.1,GKS60564.1 hypothetical protein YTPLAS21_00220 [Candidatus Nitrosocosmicus sp.],32.0,51.85,27,146,True
GKS65136.1,GKS65136.1 hypothetical protein YTPLAS72_24400 [Nitrospira sp.],34.5,51.85,27,294,True
GAB6180652.1,GAB6180652.1 hypothetical protein JCM14036_19710 [Desulfotomaculum defluvii],41.0,51.85,27,164,True
CUR57749.1,CUR57749.1 conserved hypothetical protein [metagenome],32.0,51.85,27,166,True
AHB74653.1,AHB74653.1 hypothetical protein X636_03745 [Pandoraea pnomenusa],35.5,51.85,27,335,True
RAT04132.1,RAT04132.1 hypothetical protein A6E22_17505 [Bacillus cereus],33.0,51.85,27,150,True
KGO97693.1,"KGO97693.1 hypothetical protein N791_06725, partial [Lysobacter defluvii IMMIB APB-9 = DSM 18482]",37.5,51.85,27,246,True
KGO98056.1,KGO98056.1 hypothetical protein N791_05315 [Lysobacter defluvii IMMIB APB-9 = DSM 18482],31.5,51.85,27,140,True
RQP07592.1,"RQP07592.1 MAG: hypothetical protein EAS52_26095, partial [Parapedobacter sp.]",29.5,51.85,27,269,True
GFO80428.1,GFO80428.1 MAG: hypothetical protein A49_00550 [Methyloceanibacter sp.],43.0,51.85,27,262,True
GAA0864910.1,GAA0864910.1 hypothetical protein GCM10009115_21400 [Sphingopyxis soli],36.0,51.72,29,248,True
GFO83602.1,GFO83602.1 MAG: hypothetical protein A49_32290 [Methyloceanibacter sp.],37.0,51.72,29,472,True
KGP78972.1,KGP78972.1 hypothetical protein P364_0125700 [Paenibacillus sp. MAEPY2],30.5,51.72,29,104,True
KGP88281.1,KGP88281.1 hypothetical protein P363_0107925 [Paenibacillus sp. MAEPY1],30.5,51.72,29,104,True
GFO83148.1,GFO83148.1 MAG: hypothetical protein A49_27750 [Methyloceanibacter sp.],37.0,51.72,29,180,True
GKS67094.1,GKS67094.1 hypothetical protein YTPLAS73_06410 [Nitrosarchaeum sp.],33.0,51.72,29,383,True
GKS64909.1,GKS64909.1 hypothetical protein YTPLAS72_22130 [Nitrospira sp.],40.0,51.72,29,236,True
UFN93868.1,UFN93868.1 hypothetical protein LF814_28605 [Micromonospora aurantiaca (nom. illeg.)],33.0,51.72,29,145,True
KGP87844.1,KGP87844.1 hypothetical protein P363_0109270 [Paenibacillus sp. MAEPY1],40.0,51.61,31,165,True
KGP83664.1,KGP83664.1 hypothetical protein P364_0109080 [Paenibacillus sp. MAEPY2],40.0,51.61,31,165,True
RAS93869.1,RAS93869.1 hypothetical protein A6E21_17085 [Bacillus cereus],40.0,51.61,31,119,True
GKS59534.1,GKS59534.1 hypothetical protein YTPLAS18_30610 [Nitrospira sp.],41.0,51.61,31,633,True
GAB6179429.1,GAB6179429.1 hypothetical protein JCM14036_07480 [Desulfotomaculum defluvii],35.5,51.52,33,454,True
AJK89367.1,AJK89367.1 hypothetical protein HR49_20595 [Lysinibacillus fusiformis],31.0,51.52,33,159,True
CUR60691.1,CUR60691.1 conserved hypothetical protein [metagenome],36.5,51.52,33,343,True
AHB08194.1,AHB08194.1 hypothetical protein U875_00765 [Pandoraea pnomenusa 3kgm],35.5,51.52,33,657,True
APC48277.1,APC48277.1 hypothetical protein BME96_08890 [Virgibacillus halodenitrificans],31.5,51.52,33,201,True
GFO83359.1,GFO83359.1 MAG: hypothetical protein A49_29860 [Methyloceanibacter sp.],38.5,51.52,33,115,True
GKS59623.1,GKS59623.1 hypothetical protein YTPLAS18_31500 [Nitrospira sp.],39.5,51.52,33,441,True
OWY81428.1,OWY81428.1 hypothetical protein B9C99_12215 [Rhodococcus sp. BUPNP1],40.0,51.52,33,146,True
GKS62637.1,GKS62637.1 hypothetical protein YTPLAS21_20950 [Candidatus Nitrosocosmicus sp.],36.0,51.52,33,375,True
EIW89584.1,EIW89584.1 hypothetical protein AGRI_05762 [Alishewanella agri BL06],32.0,51.52,33,302,True
QTQ95426.1,QTQ95426.1 hypothetical protein J9247_17015 [Pseudomonas aeruginosa],42.0,51.52,33,152,True
URF04766.1,URF04766.1 hypothetical protein M5D45_02655 [Cupriavidus campinensis],37.0,51.43,35,160,True
GAA0861913.1,GAA0861913.1 hypothetical protein GCM10009115_06450 [Sphingopyxis soli],45.0,51.43,35,525,True
QQE08819.1,"QQE08819.1 hypothetical protein IC580_22210, partial [Cupriavidus sp. ISTL7]",37.0,51.43,35,103,True
AHB78755.1,AHB78755.1 hypothetical protein X636_22945 [Pandoraea pnomenusa],40.5,51.35,37,319,True
AHB08451.1,AHB08451.1 hypothetical protein U875_11760 [Pandoraea pnomenusa 3kgm],40.5,51.35,37,319,True
AHB75290.1,AHB75290.1 hypothetical protein X636_07375 [Pandoraea pnomenusa],31.0,51.35,37,197,True
CUR54684.1,CUR54684.1 conserved exported hypothetical protein [metagenome],47.5,51.28,39,204,True
RQP14556.1,RQP14556.1 MAG: hypothetical protein EAS52_17285 [Parapedobacter sp.],48.0,51.28,39,445,True
QHS92353.1,QHS92353.1 MAG: hypothetical protein [viral metagenome],37.5,51.28,39,336,True
GAA0862453.1,GAA0862453.1 hypothetical protein GCM10009115_09170 [Sphingopyxis soli],27.0,51.28,39,328,True
GKS59958.1,GKS59958.1 hypothetical protein YTPLAS18_34850 [Nitrospira sp.],36.5,51.28,39,217,True
OWY81049.1,OWY81049.1 hypothetical protein B9C99_13825 [Rhodococcus sp. BUPNP1],36.0,51.22,41,460,True
AHG22569.1,AHG22569.1 hypothetical protein Z042_01365 [Chania multitudinisentens RB-25],37.0,51.22,41,141,True
GAA4409338.1,GAA4409338.1 hypothetical protein GCM10023089_22190 [Quisquiliibacterium transsilvanicum],37.5,51.22,41,212,True
KGP80229.1,KGP80229.1 hypothetical protein P364_0120665 [Paenibacillus sp. MAEPY2],42.0,51.16,43,293,True
KGP86479.1,KGP86479.1 hypothetical protein P363_0117135 [Paenibacillus sp. MAEPY1],42.0,51.16,43,293,True
GKS63150.1,GKS63150.1 hypothetical protein YTPLAS72_04540 [Nitrospira sp.],43.0,51.16,43,954,True
OCN01052.1,OCN01052.1 hypothetical protein A7X67_01710 [Clostridium sp. W14A],43.0,51.16,43,321,True
GKS65882.1,GKS65882.1 hypothetical protein YTPLAS72_31860 [Nitrospira sp.],37.0,51.11,45,134,True
GFO82957.1,GFO82957.1 MAG: hypothetical protein A49_25840 [Methyloceanibacter sp.],41.5,51.11,45,120,True
AJK89352.1,AJK89352.1 hypothetical protein HR49_20490 [Lysinibacillus fusiformis],34.0,51.06,47,111,True
RQP16868.1,RQP16868.1 MAG: hypothetical protein EAS52_10505 [Parapedobacter sp.],54.5,51.02,49,250,True
AJK90034.1,AJK90034.1 hypothetical protein HR49_11295 [Lysinibacillus fusiformis],40.5,51.02,49,225,True
AHG22426.1,AHG22426.1 hypothetical protein Z042_24560 [Chania multitudinisentens RB-25],48.0,50.88,57,246,True
KGP77795.1,KGP77795.1 hypothetical protein P364_0131525 [Paenibacillus sp. MAEPY2],23.0,50.0,10,117,True
XYX36995.1,XYX36995.1 hypothetical protein ACSHT2_08360 [Bradyrhizobium sp. PUT101],28.0,50.0,8,164,True
AJK89378.1,AJK89378.1 hypothetical protein HR49_20665 [Lysinibacillus fusiformis],29.0,50.0,18,463,True
AJK89525.1,AJK89525.1 hypothetical protein HR49_21430 [Lysinibacillus fusiformis],38.5,50.0,24,321,True
CAD6522933.1,CAD6522933.1 conserved hypothetical protein [metagenome],25.0,50.0,8,109,True
CUR62562.1,CUR62562.1 hypothetical protein NOCA180206 [metagenome],29.0,50.0,24,143,True
CUR62084.1,CUR62084.1 conserved hypothetical protein [metagenome],33.0,50.0,16,153,True
CUR61724.1,CUR61724.1 conserved hypothetical protein [metagenome],29.0,50.0,10,129,True
CUR57269.1,CUR57269.1 hypothetical protein NOCA240023 [metagenome],25.0,50.0,16,105,True
CUR57125.1,CUR57125.1 conserved hypothetical protein [metagenome],25.0,50.0,8,117,True
CUR62405.1,CUR62405.1 hypothetical protein NOCA180049 [metagenome],31.5,50.0,16,224,True
CUR56396.1,CUR56396.1 conserved membrane hypothetical protein [metagenome],35.5,50.0,24,274,True
CAD6517860.1,CAD6517860.1 conserved membrane hypothetical protein [metagenome],36.0,50.0,14,128,True
AHG18763.1,AHG18763.1 hypothetical protein Z042_03405 [Chania multitudinisentens RB-25],39.5,50.0,54,214,True
AHG19123.1,AHG19123.1 hypothetical protein Z042_05465 [Chania multitudinisentens RB-25],29.0,50.0,14,158,True
GKS61577.1,GKS61577.1 hypothetical protein YTPLAS21_10350 [Candidatus Nitrosocosmicus sp.],38.0,50.0,14,266,True
GKS61599.1,GKS61599.1 hypothetical protein YTPLAS21_10570 [Candidatus Nitrosocosmicus sp.],29.0,50.0,14,237,True
GKS61605.1,GKS61605.1 hypothetical protein YTPLAS21_10630 [Candidatus Nitrosocosmicus sp.],25.0,50.0,8,103,True
QRE79906.1,QRE79906.1 hypothetical protein F1734_06380 [Rhodococcus ruber],34.0,50.0,30,147,True
QRE80020.1,QRE80020.1 hypothetical protein F1734_07045 [Rhodococcus ruber],29.5,50.0,24,181,True
AHG20315.1,AHG20315.1 hypothetical protein Z042_12220 [Chania multitudinisentens RB-25],28.0,50.0,14,120,True
AHG20821.1,AHG20821.1 hypothetical protein Z042_15300 [Chania multitudinisentens RB-25],30.0,50.0,14,189,True
KKB42146.1,KKB42146.1 hypothetical protein QY96_01523 [Bacillus thermotolerans],38.5,50.0,28,262,True
GKS59937.1,GKS59937.1 hypothetical protein YTPLAS18_34640 [Nitrospira sp.],32.0,50.0,32,157,True
KKB41863.1,KKB41863.1 hypothetical protein QY95_00481 [Bacillus thermotolerans],29.0,50.0,10,145,True
KKB42019.1,KKB42019.1 hypothetical protein QY96_01702 [Bacillus thermotolerans],28.0,50.0,12,105,True
AHG20350.1,AHG20350.1 hypothetical protein Z042_12425 [Chania multitudinisentens RB-25],19.0,50.0,8,109,True
AHG20439.1,AHG20439.1 hypothetical protein Z042_12965 [Chania multitudinisentens RB-25],26.0,50.0,10,118,True
AHG19801.1,AHG19801.1 hypothetical protein Z042_09330 [Chania multitudinisentens RB-25],31.0,50.0,16,120,True
QRE81129.1,QRE81129.1 hypothetical protein F1734_13305 [Rhodococcus ruber],21.0,50.0,8,110,True
PCL94948.1,PCL94948.1 hypothetical protein CPZ30_04440 [Paenibacillus lautus],26.0,50.0,8,153,True
GKS58053.1,GKS58053.1 hypothetical protein YTPLAS18_15800 [Nitrospira sp.],23.0,50.0,10,109,True
UFN94871.1,UFN94871.1 hypothetical protein LF814_01470 [Micromonospora aurantiaca (nom. illeg.)],28.0,50.0,22,146,True
WWV54272.1,WWV54272.1 hypothetical protein V0M98_35920 (plasmid) [Pseudomonas silesiensis],30.0,50.0,14,144,True
AHB77424.2,AHB77424.2 hypothetical protein X636_19725 [Pandoraea pnomenusa],34.5,50.0,26,103,True
OWY78960.1,OWY78960.1 hypothetical protein B9C99_25405 [Rhodococcus sp. BUPNP1],52.5,50.0,40,534,True
OWY79018.1,OWY79018.1 hypothetical protein B9C99_25080 [Rhodococcus sp. BUPNP1],28.0,50.0,16,137,True
RAS98761.1,RAS98761.1 hypothetical protein A6E22_25645 [Bacillus cereus],24.0,50.0,8,178,True
KGP81420.1,KGP81420.1 hypothetical protein P364_0116420 [Paenibacillus sp. MAEPY2],29.0,50.0,24,220,True
UNT44378.1,UNT44378.1 hypothetical protein MN200_06390 [Acinetobacter sp. LUNF3],24.0,50.0,8,108,True
XZG89683.1,XZG89683.1 hypothetical protein ACTT2I_04965 [Stenotrophomonas sp. PUT21],31.5,50.0,18,197,True
QRE79525.1,QRE79525.1 hypothetical protein F1734_04215 [Rhodococcus ruber],28.5,50.0,24,144,True
KGP77690.1,KGP77690.1 hypothetical protein P364_0131950 [Paenibacillus sp. MAEPY2],28.0,50.0,8,418,True
KGP77738.1,KGP77738.1 hypothetical protein P363_0133015 [Paenibacillus sp. MAEPY1],35.0,50.0,14,603,True
KGP77752.1,KGP77752.1 hypothetical protein P364_0131655 [Paenibacillus sp. MAEPY2],22.0,50.0,12,100,True
GAB6181157.1,GAB6181157.1 hypothetical protein JCM14036_24760 [Desulfotomaculum defluvii],31.0,50.0,20,168,True
KKB43123.1,KKB43123.1 hypothetical protein QY96_01010 [Bacillus thermotolerans],27.5,50.0,16,112,True
UUD61375.1,UUD61375.1 hypothetical protein KK132_05935 [Bacillus velezensis],29.0,50.0,14,102,True
UZF59309.1,UZF59309.1 hypothetical protein LH935_28415 (plasmid) [Gordonia polyisoprenivorans],31.0,50.0,20,118,True
YP_009031296.1,YP_009031296.1 hypothetical protein Bcp1_016 [Bacillus phage Bcp1],29.0,50.0,12,108,True
