Protein_ID,Binding_Affinity,Grid_Center,Grid_Size,Status,Message,Timestamp
GFO83028.1,-5.078,"(-7.821, -1.159, -1.56)","(88.902, 68.058, 66.454)",Success,OK,2026-01-04T01:02:13.363115
GFO83141.1,-5.962,"(-2.244, -3.348, 0.887)","(80.183, 76.458, 84.079)",Success,OK,2026-01-04T01:02:33.582006
GFO83213.1,-4.37,"(-12.403, -14.511, -22.086)","(96.792, 90.964, 126.0)",Success,OK,2026-01-04T01:02:56.483196
GFO83218.1,-6.251,"(-8.804, 0.355, -33.392)","(91.356, 68.283, 122.921)",Success,OK,2026-01-04T01:03:20.126348
GFO83235.1,-4.976,"(-6.583, -22.227, -10.454)","(62.714, 95.899, 89.762)",Success,OK,2026-01-04T01:03:41.173187
GFO83271.1,-4.891,"(8.68, -4.537, -3.44)","(92.099, 90.786, 93.014)",Success,OK,2026-01-04T01:04:04.794305
GFO83306.1,-5.026,"(-2.795, 8.641, 0.429)","(63.394, 62.895, 69.407)",Success,OK,2026-01-04T01:04:21.342756
GFO83358.1,-5.744,"(15.568, 2.055, -1.392)","(82.869, 52.922, 63.024)",Success,OK,2026-01-04T01:04:38.549830
GFO83391.1,-4.732,"(-13.314, -0.104, -9.041)","(108.433, 66.897, 105.124)",Success,OK,2026-01-04T01:05:02.218133
GFO83431.1,-5.359,"(-4.074, -2.934, -0.041)","(58.337, 81.089, 100.482)",Success,OK,2026-01-04T01:05:22.288416
GFO83449.1,-5.216,"(-4.043, -8.474, 16.364)","(70.641, 67.294, 112.574)",Success,OK,2026-01-04T01:05:41.763763
GFO83457.1,-5.087,"(2.553, -3.15, -4.633)","(79.276, 61.041, 72.771)",Success,OK,2026-01-04T01:06:00.503002
GFO83461.1,-5.629,"(2.255, 2.439, 5.162)","(94.083, 86.572, 92.239)",Success,OK,2026-01-04T01:06:23.817070
GFO83514.1,-6.049,"(-0.782, -0.555, -0.274)","(58.856, 59.485, 70.165)",Success,OK,2026-01-04T01:06:39.873398
GFO83584.1,-5.02,"(3.738, 12.989, -5.53)","(90.697, 85.4, 85.562)",Success,OK,2026-01-04T01:07:02.795743
GKS56494.1,-5.115,"(5.171, 1.649, 15.017)","(68.689, 47.947, 108.493)",Success,OK,2026-01-04T01:07:19.842041
GKS56502.1,-6.05,"(0.312, 6.213, 9.15)","(43.293, 61.346, 72.419)",Success,OK,2026-01-04T01:07:34.770670
GKS56522.1,-5.46,"(-14.04, -2.292, 5.084)","(80.951, 72.956, 87.015)",Success,OK,2026-01-04T01:07:56.651719
GKS56529.1,-5.394,"(1.04, -11.903, 5.546)","(64.893, 91.202, 97.48)",Success,OK,2026-01-04T01:08:19.007226
GKS56573.1,-5.702,"(-8.228, 2.704, -0.686)","(71.428, 65.049, 65.66)",Success,OK,2026-01-04T01:08:37.759081
GKS56578.1,-5.11,"(0.729, 2.861, -1.741)","(55.863, 70.645, 55.26)",Success,OK,2026-01-04T01:08:54.422037
GKS56615.1,-5.996,"(0.281, 19.554, 0.213)","(55.355, 92.916, 69.538)",Success,OK,2026-01-04T01:09:13.151395
GKS56620.1,-5.157,"(3.476, -3.174, -7.54)","(64.389, 105.39, 120.813)",Success,OK,2026-01-04T01:09:37.005876
GKS56629.1,-5.233,"(-10.593, -6.629, -7.56)","(75.699, 67.011, 62.077)",Success,OK,2026-01-04T01:09:54.669411
GKS56658.1,-5.787,"(1.169, -0.375, -12.632)","(51.358, 65.22, 117.954)",Success,OK,2026-01-04T01:10:13.277558
GKS56695.1,-5.238,"(4.028, 5.414, 7.648)","(77.382, 77.454, 112.168)",Success,OK,2026-01-04T01:10:34.414733
GKS56725.1,-4.663,"(2.976, 11.761, -14.124)","(92.951, 78.202, 75.211)",Success,OK,2026-01-04T01:10:53.041753
GKS56735.1,-4.954,"(-3.995, 13.632, 11.595)","(45.135, 67.657, 68.665)",Success,OK,2026-01-04T01:11:08.390850
GKS56738.1,-5.518,"(-17.567, -2.309, -2.66)","(89.127, 57.007, 68.252)",Success,OK,2026-01-04T01:11:26.624000
GKS56752.1,-4.805,"(-0.819, 0.006, 13.694)","(77.281, 77.168, 101.714)",Success,OK,2026-01-04T01:11:49.945464
GKS56768.1,-6.407,"(-0.253, -2.925, -4.744)","(57.538, 51.949, 63.726)",Success,OK,2026-01-04T01:12:05.834420
GKS56807.1,-4.829,"(-8.596, -0.446, 4.081)","(76.162, 62.782, 92.096)",Success,OK,2026-01-04T01:12:25.801182
GKS56813.1,-5.783,"(-1.005, 4.84, -1.389)","(59.038, 64.152, 70.896)",Success,OK,2026-01-04T01:12:43.505051
GKS56858.1,-5.021,"(8.383, 9.773, 8.627)","(70.938, 123.617, 100.271)",Success,OK,2026-01-04T01:13:07.386393
GKS56892.1,-5.829,"(-1.639, -0.685, 1.76)","(76.781, 63.501, 82.438)",Success,OK,2026-01-04T01:13:27.349784
GKS56894.1,-5.283,"(-3.443, -2.084, -0.471)","(58.002, 61.19, 78.699)",Success,OK,2026-01-04T01:13:43.686318
GKS56949.1,-6.042,"(-0.26, 4.479, -3.312)","(74.887, 66.555, 65.711)",Success,OK,2026-01-04T01:14:03.368276
GKS56986.1,-5.328,"(-11.843, 3.697, 32.252)","(87.688, 65.031, 126.0)",Success,OK,2026-01-04T01:14:27.709469
GKS57087.1,-5.87,"(-4.547, -5.216, -1.319)","(69.889, 75.19, 79.757)",Success,OK,2026-01-04T01:14:48.392574
GKS57150.1,-4.917,"(3.254, -20.664, -15.895)","(61.482, 101.546, 91.002)",Success,OK,2026-01-04T01:15:12.433295
GKS57251.1,-4.879,"(-4.485, 3.107, -1.177)","(51.426, 59.58, 66.183)",Success,OK,2026-01-04T01:15:28.259550
GKS57263.1,-5.018,"(3.258, -1.641, -3.91)","(48.185, 55.367, 50.358)",Success,OK,2026-01-04T01:15:42.018545
GKS57316.1,-5.542,"(3.17, -3.736, -8.52)","(48.966, 60.677, 92.248)",Success,OK,2026-01-04T01:15:59.426903
GKS57340.1,-5.856,"(4.22, 4.014, -1.975)","(55.493, 58.9, 70.703)",Success,OK,2026-01-04T01:16:16.170617
GKS57395.1,-5.411,"(-2.986, 1.517, -20.325)","(66.606, 122.295, 126.0)",Success,OK,2026-01-04T01:16:42.447614
GKS57469.1,-6.459,"(-3.062, 0.03, 4.447)","(58.629, 66.091, 61.85)",Success,OK,2026-01-04T01:16:59.906664
GKS57479.1,-5.447,"(-10.304, -3.829, 1.78)","(84.8, 78.861, 73.364)",Success,OK,2026-01-04T01:17:21.233736
GKS57482.1,-5.727,"(-15.771, -0.016, 0.601)","(107.445, 64.632, 81.928)",Success,OK,2026-01-04T01:17:44.397807
GKS57562.1,-6.375,"(1.098, 1.717, 3.375)","(50.08, 62.935, 81.937)",Success,OK,2026-01-04T01:18:01.482782
GKS57644.1,-6.177,"(1.296, -13.823, -31.189)","(56.1, 98.157, 126.0)",Success,OK,2026-01-04T01:18:25.674445
GKS57688.1,-5.395,"(9.775, -1.827, -5.47)","(86.652, 63.239, 98.431)",Success,OK,2026-01-04T01:18:45.119748
GKS57773.1,-5.172,"(-11.201, -1.4, 6.897)","(64.325, 54.105, 74.443)",Success,OK,2026-01-04T01:19:01.875831
GKS57819.1,-6.021,"(8.905, 2.1, 1.466)","(70.805, 75.97, 78.339)",Success,OK,2026-01-04T01:19:22.921305
GKS57848.1,-4.605,"(1.55, -1.317, -1.08)","(50.429, 37.333, 55.191)",Success,OK,2026-01-04T01:19:36.096827
GKS57913.1,-5.538,"(-7.108, -0.473, 9.546)","(87.137, 64.554, 89.275)",Success,OK,2026-01-04T01:19:57.156335
GKS57998.1,-4.921,"(2.742, -0.084, -6.559)","(61.545, 100.125, 101.496)",Success,OK,2026-01-04T01:20:20.464839
GKS58005.1,-5.451,"(11.141, 19.823, -2.502)","(76.491, 93.001, 52.583)",Success,OK,2026-01-04T01:20:38.949751
GKS58058.1,-5.482,"(1.746, 1.218, -3.385)","(64.785, 58.771, 72.533)",Success,OK,2026-01-04T01:20:56.239624
GKS58100.1,-4.815,"(-6.781, -20.704, -11.21)","(91.82, 94.616, 116.927)",Success,OK,2026-01-04T01:21:21.455279
GKS58137.1,-5.461,"(-3.88, -0.608, 0.88)","(69.844, 68.732, 77.185)",Success,OK,2026-01-04T01:21:40.757848
GKS58188.1,-5.593,"(-0.883, -0.494, -0.632)","(43.18, 56.775, 55.121)",Success,OK,2026-01-04T01:21:55.565930
GKS58213.1,-4.617,"(13.289, 3.108, 6.997)","(79.684, 126.0, 119.361)",Success,OK,2026-01-04T01:22:28.053334
GKS58248.1,-5.53,"(-22.464, -5.774, -17.593)","(103.753, 62.981, 97.605)",Success,OK,2026-01-04T01:22:52.011946
GKS58249.1,-6.322,"(1.562, 5.034, -12.094)","(56.942, 73.856, 94.95)",Success,OK,2026-01-04T01:23:12.213853
GKS58415.1,-5.732,"(3.818, -1.178, -5.389)","(67.662, 69.447, 76.025)",Success,OK,2026-01-04T01:23:31.516713
GKS58490.1,-4.726,"(0.012, -6.486, 10.107)","(76.9, 64.737, 120.552)",Success,OK,2026-01-04T01:23:52.285986
GKS58541.1,-6.646,"(-1.107, -2.574, -1.053)","(68.071, 60.842, 59.671)",Success,OK,2026-01-04T01:24:09.485674
GKS58565.1,-7.373,"(0.272, 1.335, -2.403)","(58.466, 54.842, 55.114)",Success,OK,2026-01-04T01:24:25.193378
GKS58569.1,-6.176,"(1.324, -0.535, -0.468)","(60.488, 55.372, 60.253)",Success,OK,2026-01-04T01:24:41.728134
GKS58594.1,-6.096,"(3.881, 2.183, -1.885)","(68.924, 56.682, 54.9)",Success,OK,2026-01-04T01:24:58.553366
GKS58614.1,-5.452,"(4.683, 1.97, 0.424)","(52.894, 50.244, 59.168)",Success,OK,2026-01-04T01:25:13.831102
GKS58661.1,-5.123,"(-4.759, 0.78, -0.1)","(61.954, 55.825, 61.698)",Success,OK,2026-01-04T01:25:30.495525
GKS58794.1,-5.067,"(-0.113, -1.598, -5.09)","(86.78, 71.766, 91.972)",Success,OK,2026-01-04T01:25:52.682904
GKS58795.1,-5.077,"(-3.541, -8.466, -4.849)","(65.781, 73.434, 86.095)",Success,OK,2026-01-04T01:26:13.646992
GKS58796.1,-4.704,"(-1.153, 0.761, 2.248)","(71.03, 72.653, 69.899)",Success,OK,2026-01-04T01:26:30.946553
GKS58822.1,-5.384,"(-7.912, -8.75, 9.994)","(85.604, 86.6, 108.957)",Success,OK,2026-01-04T01:26:57.618908
GKS58857.1,-5.152,"(-4.045, 3.601, -14.106)","(66.324, 99.044, 111.776)",Success,OK,2026-01-04T01:27:20.048101
GKS58858.1,-4.873,"(-14.07, -6.226, -4.733)","(88.426, 102.066, 88.154)",Success,OK,2026-01-04T01:27:42.909713
GKS58875.1,-5.777,"(-0.933, 1.469, -6.442)","(55.954, 60.635, 70.879)",Success,OK,2026-01-04T01:27:59.787064
GKS58889.1,-6.879,"(-0.096, 2.25, -2.517)","(59.607, 63.03, 73.729)",Success,OK,2026-01-04T01:28:18.477743
GKS58950.1,-4.918,"(10.817, 4.694, 3.839)","(65.802, 68.367, 110.683)",Success,OK,2026-01-04T01:28:38.767266
GKS58959.1,-6.531,"(-1.659, -8.431, -3.854)","(65.276, 111.995, 62.468)",Success,OK,2026-01-04T01:28:58.404764
GKS58971.1,-5.374,"(1.164, 6.066, -5.622)","(64.092, 64.182, 62.287)",Success,OK,2026-01-04T01:29:14.515681
GKS59070.1,-5.463,"(-2.715, -1.496, -2.316)","(60.37, 60.786, 69.111)",Success,OK,2026-01-04T01:29:32.239207
GKS59101.1,-5.849,"(-17.663, 0.69, -13.841)","(91.133, 54.647, 87.159)",Success,OK,2026-01-04T01:29:53.283936
GKS59137.1,-4.931,"(-10.742, -4.892, -1.678)","(97.369, 83.732, 121.009)",Success,OK,2026-01-04T01:30:24.224347
GKS59249.1,-5.272,"(12.628, 8.028, 5.832)","(93.772, 98.476, 111.398)",Success,OK,2026-01-04T01:30:49.698544
GKS59266.1,-5.696,"(-5.048, 15.573, -1.143)","(74.081, 89.666, 66.893)",Success,OK,2026-01-04T01:31:11.341785
GKS59334.1,-6.096,"(-5.448, 1.562, 1.704)","(65.766, 65.259, 73.837)",Success,OK,2026-01-04T01:31:29.730308
GKS59337.1,-6.088,"(-1.737, -3.098, -1.648)","(67.279, 67.939, 68.596)",Success,OK,2026-01-04T01:31:48.939273
GKS59361.1,-4.968,"(23.583, -2.062, -0.711)","(110.278, 46.947, 64.598)",Success,OK,2026-01-04T01:32:06.760554
GKS59372.1,-5.203,"(4.371, 4.399, -0.61)","(69.472, 70.609, 58.277)",Success,OK,2026-01-04T01:32:24.280043
GKS59377.1,-4.889,"(14.544, -15.61, -5.732)","(96.418, 84.543, 65.525)",Success,OK,2026-01-04T01:32:44.697186
GKS59382.1,-6.084,"(13.256, -5.794, 11.693)","(86.179, 63.72, 85.25)",Success,OK,2026-01-04T01:33:04.637965
GKS59419.1,-5.074,"(18.606, 4.457, 3.169)","(98.25, 62.984, 83.532)",Success,OK,2026-01-04T01:33:25.373353
GKS59435.1,-5.245,"(-23.332, 0.969, 1.718)","(124.071, 64.716, 91.107)",Success,OK,2026-01-04T01:33:49.726610
GKS59451.1,-4.863,"(3.758, 8.295, -1.36)","(112.642, 81.696, 94.711)",Success,OK,2026-01-04T01:34:12.681141
GKS59515.1,-5.971,"(0.503, 8.747, -2.302)","(43.322, 61.568, 50.189)",Success,OK,2026-01-04T01:34:26.630644
GKS59615.1,-5.541,"(-1.975, -6.953, -12.484)","(72.556, 85.135, 118.84)",Success,OK,2026-01-04T01:34:51.959336
GKS59635.1,-6.591,"(-4.66, 1.979, 2.504)","(58.798, 65.572, 77.545)",Success,OK,2026-01-04T01:35:10.870267
GKS59651.1,-6.09,"(-5.683, -12.891, -4.189)","(69.95, 84.478, 95.58)",Success,OK,2026-01-04T01:35:33.218831
GKS59692.1,-5.249,"(4.861, -0.25, 2.021)","(101.807, 63.942, 120.57)",Success,OK,2026-01-04T01:35:57.098306
GKS59737.1,-5.746,"(6.024, -5.011, 0.043)","(63.868, 66.118, 66.463)",Success,OK,2026-01-04T01:36:16.115388
GKS59777.1,-5.232,"(2.924, -1.656, 9.359)","(126.0, 48.47, 87.522)",Success,OK,2026-01-04T01:36:36.344842
GKS59779.1,-4.654,"(1.03, -2.52, -6.6)","(72.118, 89.8, 126.0)",Success,OK,2026-01-04T01:36:58.204758
GKS59834.1,-5.505,"(15.258, 0.309, -8.371)","(94.697, 56.308, 83.497)",Success,OK,2026-01-04T01:37:18.358394
GKS59874.1,-5.044,"(0.367, -2.75, -3.252)","(44.852, 54.415, 65.566)",Success,OK,2026-01-04T01:37:32.952107
GKS59893.1,-6.53,"(2.356, -2.441, 2.837)","(74.179, 65.256, 82.075)",Success,OK,2026-01-04T01:37:53.520683
GKS59927.1,-5.163,"(1.736, -3.074, 0.844)","(81.211, 69.398, 126.0)",Success,OK,2026-01-04T01:38:16.574861
GKS60178.1,-4.984,"(9.092, -1.788, 28.31)","(63.922, 47.677, 106.133)",Success,OK,2026-01-04T01:38:34.716130
GKS60208.1,-5.587,"(2.96, 4.901, -1.289)","(54.653, 63.864, 65.278)",Success,OK,2026-01-04T01:38:51.289046
GKS60265.1,-5.077,"(-3.975, -2.075, 30.378)","(59.709, 61.875, 126.0)",Success,OK,2026-01-04T01:39:10.701623
GKS60282.1,-5.615,"(-1.893, -16.724, -11.868)","(72.971, 96.222, 86.233)",Success,OK,2026-01-04T01:39:34.667784
GKS60284.1,-5.511,"(-0.321, -2.199, 8.118)","(58.901, 55.133, 85.843)",Success,OK,2026-01-04T01:39:52.555030
GKS60328.1,-4.658,"(5.104, -13.545, 2.266)","(54.135, 66.375, 63.416)",Success,OK,2026-01-04T01:40:08.512316
GKS60332.1,-5.645,"(0.58, 14.893, -15.852)","(61.856, 89.457, 100.149)",Success,OK,2026-01-04T01:40:32.129823
GKS60405.1,-5.718,"(-5.413, -3.353, 12.085)","(72.014, 76.367, 91.203)",Success,OK,2026-01-04T01:40:54.115751
GKS60409.1,-5.509,"(-9.613, 5.87, 10.445)","(75.682, 75.3, 86.632)",Success,OK,2026-01-04T01:41:14.512785
GKS60443.1,-4.987,"(-2.858, 11.201, 8.241)","(89.405, 87.872, 126.0)",Success,OK,2026-01-04T01:41:41.581279
GKS60510.1,-6.574,"(-1.747, -19.822, 8.815)","(49.619, 87.572, 79.693)",Success,OK,2026-01-04T01:41:59.486023
GKS60596.1,-5.294,"(1.507, -2.271, -0.774)","(45.041, 51.827, 61.577)",Success,OK,2026-01-04T01:42:14.113876
GKS60601.1,-5.479,"(2.161, 3.407, -6.339)","(56.365, 62.753, 87.817)",Success,OK,2026-01-04T01:42:31.797685
GKS60676.1,-5.465,"(4.27, -2.985, 2.345)","(53.177, 53.78, 67.67)",Success,OK,2026-01-04T01:42:47.477293
GKS60712.1,-4.73,"(-3.651, -10.189, -20.742)","(65.967, 114.086, 100.306)",Success,OK,2026-01-04T01:43:10.901372
GKS60741.1,-4.741,"(-4.098, 1.398, -7.246)","(99.005, 61.109, 73.714)",Success,OK,2026-01-04T01:43:30.753471
GKS60833.1,-5.338,"(-1.454, 2.19, -2.912)","(51.761, 58.901, 60.244)",Success,OK,2026-01-04T01:43:45.539477
GKS60862.1,-4.877,"(-1.956, -15.285, -6.198)","(103.217, 87.502, 92.669)",Success,OK,2026-01-04T01:44:11.716650
GKS60867.1,-5.069,"(-7.61, -3.22, 5.744)","(58.622, 69.043, 118.745)",Success,OK,2026-01-04T01:44:31.611006
GKS60869.1,-5.775,"(-1.486, 2.0, -1.935)","(67.593, 58.848, 76.414)",Success,OK,2026-01-04T01:44:49.385413
GKS60884.1,-5.35,"(-2.452, 2.394, 1.562)","(57.395, 61.541, 57.642)",Success,OK,2026-01-04T01:45:06.279025
GKS60905.1,-5.439,"(-1.435, 4.296, -5.633)","(47.621, 74.176, 81.729)",Success,OK,2026-01-04T01:45:24.250930
GKS60977.1,-5.883,"(2.328, 3.224, 0.845)","(77.095, 70.111, 76.925)",Success,OK,2026-01-04T01:45:44.094944
GKS61046.1,-4.708,"(6.852, 9.162, 0.186)","(66.812, 78.711, 126.0)",Success,OK,2026-01-04T01:46:05.449762
GKS61191.1,-6.746,"(3.369, -0.63, -3.155)","(50.898, 47.487, 60.747)",Success,OK,2026-01-04T01:46:18.635218
GKS61239.1,-6.37,"(0.491, 0.005, -6.538)","(66.078, 76.612, 72.735)",Success,OK,2026-01-04T01:46:39.621161
GKS61252.1,-5.789,"(3.071, -2.415, -2.928)","(59.651, 56.195, 102.248)",Success,OK,2026-01-04T01:46:56.908258
GKS61254.1,-4.825,"(-3.316, 4.245, 2.006)","(71.503, 58.397, 67.583)",Success,OK,2026-01-04T01:47:13.500255
GKS61311.1,-6.823,"(-6.999, -0.082, 5.534)","(70.489, 58.418, 77.664)",Success,OK,2026-01-04T01:47:31.980982
GKS61335.1,-5.767,"(-1.473, 7.073, 2.25)","(66.215, 75.08, 54.857)",Success,OK,2026-01-04T01:47:49.463991
GKS61381.1,-6.33,"(-2.021, 1.134, 0.27)","(63.957, 62.088, 63.664)",Success,OK,2026-01-04T01:48:06.491621
GKS61516.1,-6.221,"(-0.748, -0.285, -0.175)","(62.921, 69.048, 73.031)",Success,OK,2026-01-04T01:48:25.191528
GKS61535.1,-5.958,"(2.928, -0.234, 2.565)","(62.191, 62.654, 63.513)",Success,OK,2026-01-04T01:48:42.359235
GKS61633.1,-5.877,"(-1.793, 6.388, 2.114)","(61.685, 71.902, 100.141)",Success,OK,2026-01-04T01:49:03.174614
GKS61637.1,-5.197,"(3.693, 1.227, -4.066)","(54.156, 61.055, 60.931)",Success,OK,2026-01-04T01:49:17.995497
GKS61649.1,-5.651,"(4.795, -2.11, 2.572)","(71.384, 70.189, 83.923)",Success,OK,2026-01-04T01:49:39.436600
GKS61657.1,-5.114,"(9.602, -16.628, -7.243)","(99.166, 110.864, 73.727)",Success,OK,2026-01-04T01:50:02.580867
GKS61716.1,-5.63,"(2.783, 2.373, -2.828)","(57.086, 60.477, 65.674)",Success,OK,2026-01-04T01:50:18.891213
GKS61731.1,-5.195,"(1.223, 4.696, -1.219)","(67.715, 78.622, 84.442)",Success,OK,2026-01-04T01:50:40.097513
GKS61833.1,-4.471,"(0.995, -7.816, -7.997)","(50.128, 73.283, 109.728)",Success,OK,2026-01-04T01:50:59.073652
GKS61952.1,-5.193,"(-5.837, -9.739, 3.617)","(89.27, 70.883, 97.566)",Success,OK,2026-01-04T01:51:19.256404
GKS62059.1,-5.24,"(8.716, 0.595, 5.964)","(84.121, 67.342, 80.672)",Success,OK,2026-01-04T01:51:40.318734
GKS62074.1,-5.045,"(-0.159, 2.953, 4.628)","(44.103, 50.51, 55.381)",Success,OK,2026-01-04T01:51:53.434658
GKS62085.1,-5.796,"(-5.354, -0.601, 2.411)","(64.906, 61.217, 80.56)",Success,OK,2026-01-04T01:52:12.161770
GKS62092.1,-4.563,"(-0.053, -10.266, -10.756)","(44.114, 74.523, 87.299)",Success,OK,2026-01-04T01:52:28.824131
GKS62106.1,-5.999,"(0.267, 3.486, 11.499)","(85.233, 72.967, 94.736)",Success,OK,2026-01-04T01:52:51.132683
GKS62116.1,-6.129,"(3.258, 7.805, -19.016)","(68.507, 74.401, 99.062)",Success,OK,2026-01-04T01:53:13.890621
GKS62310.1,-6.492,"(1.383, -2.668, 1.476)","(50.333, 53.495, 62.687)",Success,OK,2026-01-04T01:53:27.428651
GKS62444.1,-5.486,"(-1.263, -0.062, -19.463)","(43.029, 47.655, 121.219)",Success,OK,2026-01-04T01:53:44.106375
GKS62499.1,-4.652,"(-0.127, 7.326, 14.098)","(43.4, 57.997, 102.861)",Success,OK,2026-01-04T01:54:00.280916
GKS62541.1,-5.266,"(-2.797, 1.07, 0.624)","(51.329, 55.753, 63.559)",Success,OK,2026-01-04T01:54:14.534991
GKS62594.1,-5.415,"(-5.024, -0.172, 1.071)","(50.951, 48.11, 61.919)",Success,OK,2026-01-04T01:54:28.826947
GKS62654.1,-6.137,"(1.764, -1.91, 7.109)","(50.745, 57.062, 77.852)",Success,OK,2026-01-04T01:54:44.434497
GKS62657.1,-5.386,"(9.848, -3.529, -7.749)","(68.956, 54.253, 67.104)",Success,OK,2026-01-04T01:55:00.298872
GKS62661.1,-4.956,"(-1.575, -0.338, -0.473)","(45.879, 46.492, 69.079)",Success,OK,2026-01-04T01:55:13.923680
GKS62723.1,-4.878,"(4.374, 1.129, -2.095)","(53.321, 52.504, 63.964)",Success,OK,2026-01-04T01:55:28.411540
GKS62791.1,-5.524,"(11.695, 10.808, 4.717)","(85.347, 86.853, 86.71)",Success,OK,2026-01-04T01:55:52.797821
GKS62921.1,-4.417,"(0.559, 5.165, 7.117)","(81.411, 71.165, 96.489)",Success,OK,2026-01-04T01:56:11.798983
GKS62952.1,-4.702,"(1.497, 13.032, 2.702)","(63.496, 74.378, 74.41)",Success,OK,2026-01-04T01:56:30.261720
GKS62960.1,-5.978,"(-5.243, -5.284, 0.336)","(71.171, 61.923, 72.291)",Success,OK,2026-01-04T01:56:47.945900
GKS62983.1,-5.128,"(1.095, -4.608, -1.786)","(46.87, 58.638, 61.157)",Success,OK,2026-01-04T01:57:02.862224
GKS63059.1,-5.265,"(0.476, -0.238, -3.149)","(50.317, 49.626, 60.095)",Success,OK,2026-01-04T01:57:16.371116
GKS63090.1,-6.042,"(-0.921, -0.649, -5.704)","(56.512, 60.147, 65.039)",Success,OK,2026-01-04T01:57:32.669740
GKS63110.1,-4.977,"(-15.681, 3.814, -5.008)","(90.762, 126.0, 65.022)",Success,OK,2026-01-04T01:57:54.184636
GKS63114.1,-4.956,"(5.078, 1.879, -1.508)","(52.184, 41.534, 49.441)",Success,OK,2026-01-04T01:58:06.751900
GKS63131.1,-5.168,"(7.919, 2.461, 6.555)","(112.779, 81.086, 81.701)",Success,OK,2026-01-04T01:58:27.955266
GKS63149.1,-5.894,"(12.03, 2.158, 5.123)","(76.731, 50.118, 77.672)",Success,OK,2026-01-04T01:58:45.959248
GKS63167.1,-6.293,"(-3.593, 20.25, 17.811)","(71.612, 98.47, 101.936)",Success,OK,2026-01-04T01:59:12.727882
GKS63223.1,-6.425,"(1.216, 2.228, -2.274)","(46.396, 66.563, 76.942)",Success,OK,2026-01-04T01:59:27.304681
GKS63313.1,-4.731,"(-2.064, 20.337, 6.464)","(41.357, 77.5, 57.129)",Success,OK,2026-01-04T01:59:40.297526
GKS63382.1,-4.898,"(-6.666, 5.388, -2.763)","(85.234, 81.889, 111.177)",Success,OK,2026-01-04T02:00:02.123020
GKS63446.1,-4.401,"(1.505, 4.407, -3.418)","(56.277, 67.384, 126.0)",Success,OK,2026-01-04T02:00:20.188849
GKS63459.1,-5.023,"(10.229, -2.774, -2.157)","(99.421, 64.757, 110.392)",Success,OK,2026-01-04T02:00:41.004180
GKS63484.1,-5.967,"(-3.437, -23.581, -0.107)","(62.273, 119.72, 76.561)",Success,OK,2026-01-04T02:01:02.208523
GKS63554.1,-5.329,"(3.084, 7.349, 6.032)","(84.149, 107.651, 98.259)",Success,OK,2026-01-04T02:01:23.775145
GKS63573.1,-4.983,"(1.755, 0.155, 0.232)","(47.031, 63.805, 99.217)",Success,OK,2026-01-04T02:01:38.470470
GKS63586.1,-5.142,"(-6.466, -12.661, -19.708)","(75.361, 86.575, 126.0)",Success,OK,2026-01-04T02:01:59.619605
GKS63619.1,-4.961,"(4.456, -17.785, 7.768)","(71.656, 113.892, 125.229)",Success,OK,2026-01-04T02:02:25.033837
GKS63657.1,-5.652,"(-5.408, 1.068, 1.412)","(84.12, 76.46, 64.731)",Success,OK,2026-01-04T02:02:43.490142
GKS63658.1,-4.974,"(7.902, 19.501, 4.96)","(71.647, 85.474, 113.602)",Success,OK,2026-01-04T02:03:01.068189
GKS63659.1,-5.08,"(-3.772, -5.464, 4.561)","(109.232, 90.562, 77.427)",Success,OK,2026-01-04T02:03:19.057298
GKS63793.1,-5.246,"(-4.807, 24.001, -7.518)","(55.802, 88.283, 70.521)",Success,OK,2026-01-04T02:03:34.404420
GKS63819.1,-7.173,"(0.448, -0.002, -0.3)","(69.762, 57.839, 77.613)",Success,OK,2026-01-04T02:03:51.961392
GKS63862.1,-6.728,"(1.44, -1.887, 0.569)","(56.599, 59.404, 64.409)",Success,OK,2026-01-04T02:04:05.749409
GKS64082.1,-5.076,"(-1.979, -7.566, -15.623)","(56.154, 74.214, 92.836)",Success,OK,2026-01-04T02:04:23.080375
GKS64094.1,-5.422,"(-1.16, 1.164, 0.043)","(70.985, 73.582, 72.195)",Success,OK,2026-01-04T02:04:39.007711
GKS64095.1,-5.193,"(-3.335, -7.133, -13.247)","(70.112, 71.025, 97.078)",Success,OK,2026-01-04T02:04:57.186286
GKS64096.1,-5.419,"(-3.043, -7.436, 0.43)","(71.853, 72.92, 85.184)",Success,OK,2026-01-04T02:05:13.681898
GKS64102.1,-5.592,"(-2.151, 2.834, -0.108)","(51.927, 72.652, 74.99)",Success,OK,2026-01-04T02:05:29.527637
GKS64133.1,-5.387,"(-9.594, -15.636, -3.344)","(78.566, 100.153, 79.013)",Success,OK,2026-01-04T02:05:49.734813
GKS64320.1,-4.385,"(-6.188, -19.661, -12.376)","(77.339, 126.0, 121.564)",Success,OK,2026-01-04T02:06:16.524042
GKS64338.1,-4.901,"(1.271, 7.88, -1.466)","(97.011, 94.131, 96.41)",Success,OK,2026-01-04T02:06:39.689842
GKS64459.1,-4.721,"(-0.816, -0.277, -0.951)","(46.722, 35.861, 54.008)",Success,OK,2026-01-04T02:06:51.252274
GKS64460.1,-4.78,"(-16.752, -12.553, -11.524)","(91.077, 84.541, 102.207)",Success,OK,2026-01-04T02:07:11.819474
